rid,set,trial,truth,truth_AI,attr,fluency,credibility,p_ai_subj,brier,fluency_c,credibility_c
R_20vgjXqQ5zzOPSq,A,10,Human,0,1,5.6,4.333333333333333,1.0,1.0,0.15241379310344794,-0.6752873563218396
R_20vgjXqQ5zzOPSq,A,11,AI,1,1,6.4,4.666666666666667,1.0,0.0,0.9524137931034486,-0.34195402298850563
R_20vgjXqQ5zzOPSq,A,12,Human,0,2,5.8,4.333333333333333,0.75,0.5625,0.3524137931034481,-0.6752873563218396
R_20vgjXqQ5zzOPSq,A,13,AI,1,2,6.6,4.0,0.75,0.0625,1.152413793103448,-1.0086206896551726
R_20vgjXqQ5zzOPSq,A,14,Human,0,1,6.0,3.3333333333333335,1.0,1.0,0.5524137931034483,-1.6752873563218391
R_20vgjXqQ5zzOPSq,A,15,AI,1,2,5.6,3.3333333333333335,0.75,0.0625,0.15241379310344794,-1.6752873563218391
R_20vgjXqQ5zzOPSq,A,16,Human,0,2,5.6,4.0,0.75,0.5625,0.15241379310344794,-1.0086206896551726
R_20vgjXqQ5zzOPSq,A,17,AI,1,3,5.4,3.0,0.5,0.25,-0.04758620689655135,-2.0086206896551726
R_20vgjXqQ5zzOPSq,A,18,Human,0,1,5.6,4.0,1.0,1.0,0.15241379310344794,-1.0086206896551726
R_20vgjXqQ5zzOPSq,A,19,AI,1,2,4.4,5.666666666666667,0.75,0.0625,-1.0475862068965514,0.6580459770114944
R_20vgjXqQ5zzOPSq,A,20,Human,0,1,5.6,3.6666666666666665,1.0,1.0,0.15241379310344794,-1.341954022988506
R_5ANcsARjQzRrjtb,B,1,Human,0,2,5.2,3.6666666666666665,0.75,0.5625,-0.24758620689655153,-1.341954022988506
R_5ANcsARjQzRrjtb,B,2,AI,1,1,6.2,4.0,1.0,0.0,0.7524137931034485,-1.0086206896551726
R_5ANcsARjQzRrjtb,B,3,Human,0,1,5.4,3.0,1.0,1.0,-0.04758620689655135,-2.0086206896551726
R_5ANcsARjQzRrjtb,B,4,AI,1,1,6.6,4.666666666666667,1.0,0.0,1.152413793103448,-0.34195402298850563
R_5ANcsARjQzRrjtb,B,5,Human,0,2,5.2,3.6666666666666665,0.75,0.5625,-0.24758620689655153,-1.341954022988506
R_5ANcsARjQzRrjtb,B,6,AI,1,4,6.2,4.333333333333333,0.25,0.5625,0.7524137931034485,-0.6752873563218396
R_5ANcsARjQzRrjtb,B,7,Human,0,4,6.0,3.6666666666666665,0.25,0.0625,0.5524137931034483,-1.341954022988506
R_5ANcsARjQzRrjtb,B,8,AI,1,4,6.6,4.333333333333333,0.25,0.5625,1.152413793103448,-0.6752873563218396
R_5ANcsARjQzRrjtb,B,9,Human,0,4,5.8,2.6666666666666665,0.25,0.0625,0.3524137931034481,-2.341954022988506
R_5ANcsARjQzRrjtb,B,10,AI,1,3,6.8,4.666666666666667,0.5,0.25,1.3524137931034481,-0.34195402298850563
R_5ANcsARjQzRrjtb,B,11,Human,0,3,5.4,3.0,0.5,0.25,-0.04758620689655135,-2.0086206896551726
R_5ANcsARjQzRrjtb,B,12,AI,1,2,6.2,4.666666666666667,0.75,0.0625,0.7524137931034485,-0.34195402298850563
R_5ANcsARjQzRrjtb,B,13,Human,0,1,4.2,3.6666666666666665,1.0,1.0,-1.2475862068965515,-1.341954022988506
R_5ANcsARjQzRrjtb,B,14,AI,1,4,4.8,3.3333333333333335,0.25,0.5625,-0.6475862068965519,-1.6752873563218391
R_5ANcsARjQzRrjtb,B,15,Human,0,5,6.0,3.6666666666666665,0.0,0.0,0.5524137931034483,-1.341954022988506
R_5ANcsARjQzRrjtb,B,16,AI,1,3,5.6,4.0,0.5,0.25,0.15241379310344794,-1.0086206896551726
R_5ANcsARjQzRrjtb,B,17,Human,0,4,5.0,3.3333333333333335,0.25,0.0625,-0.4475862068965517,-1.6752873563218391
R_5ANcsARjQzRrjtb,B,18,AI,1,1,6.6,4.333333333333333,1.0,0.0,1.152413793103448,-0.6752873563218396
R_5ANcsARjQzRrjtb,B,19,Human,0,4,4.8,5.0,0.25,0.0625,-0.6475862068965519,-0.008620689655172598
R_5ANcsARjQzRrjtb,B,20,AI,1,4,4.8,3.3333333333333335,0.25,0.5625,-0.6475862068965519,-1.6752873563218391
R_8kMP7zWJryNaXBO,A,1,AI,1,2,6.2,5.0,0.75,0.0625,0.7524137931034485,-0.008620689655172598
R_8kMP7zWJryNaXBO,A,2,Human,0,5,6.0,4.666666666666667,0.0,0.0,0.5524137931034483,-0.34195402298850563
R_8kMP7zWJryNaXBO,A,3,AI,1,1,6.0,6.333333333333333,1.0,0.0,0.5524137931034483,1.3247126436781604
R_8kMP7zWJryNaXBO,A,4,Human,0,4,6.4,5.0,0.25,0.0625,0.9524137931034486,-0.008620689655172598
R_8kMP7zWJryNaXBO,A,5,AI,1,1,6.4,5.0,1.0,0.0,0.9524137931034486,-0.008620689655172598
R_8kMP7zWJryNaXBO,A,6,Human,0,2,5.6,5.0,0.75,0.5625,0.15241379310344794,-0.008620689655172598
R_8kMP7zWJryNaXBO,A,7,AI,1,4,6.4,5.666666666666667,0.25,0.5625,0.9524137931034486,0.6580459770114944
R_8kMP7zWJryNaXBO,A,8,Human,0,4,5.6,4.666666666666667,0.25,0.0625,0.15241379310344794,-0.34195402298850563
R_8kMP7zWJryNaXBO,A,9,AI,1,2,6.6,6.0,0.75,0.0625,1.152413793103448,0.9913793103448274
R_8kMP7zWJryNaXBO,A,10,Human,0,2,6.0,5.333333333333333,0.75,0.5625,0.5524137931034483,0.32471264367816044
R_8kMP7zWJryNaXBO,A,11,AI,1,2,6.6,5.0,0.75,0.0625,1.152413793103448,-0.008620689655172598
R_8kMP7zWJryNaXBO,A,12,Human,0,2,5.4,5.0,0.75,0.5625,-0.04758620689655135,-0.008620689655172598
R_8kMP7zWJryNaXBO,A,13,AI,1,2,6.8,5.666666666666667,0.75,0.0625,1.3524137931034481,0.6580459770114944
R_8kMP7zWJryNaXBO,A,14,Human,0,2,5.4,5.333333333333333,0.75,0.5625,-0.04758620689655135,0.32471264367816044
R_8kMP7zWJryNaXBO,A,15,AI,1,3,5.0,4.666666666666667,0.5,0.25,-0.4475862068965517,-0.34195402298850563
R_8kMP7zWJryNaXBO,A,16,Human,0,1,5.6,5.666666666666667,1.0,1.0,0.15241379310344794,0.6580459770114944
R_8kMP7zWJryNaXBO,A,17,AI,1,3,5.6,5.0,0.5,0.25,0.15241379310344794,-0.008620689655172598
R_8kMP7zWJryNaXBO,A,18,Human,0,4,6.2,4.666666666666667,0.25,0.0625,0.7524137931034485,-0.34195402298850563
R_8kMP7zWJryNaXBO,A,19,AI,1,4,5.4,5.666666666666667,0.25,0.5625,-0.04758620689655135,0.6580459770114944
R_8kMP7zWJryNaXBO,A,20,Human,0,2,5.4,5.666666666666667,0.75,0.5625,-0.04758620689655135,0.6580459770114944
R_3CVd7E2Zkbe08ud,A,1,AI,1,1,5.6,4.0,1.0,0.0,0.15241379310344794,-1.0086206896551726
R_3CVd7E2Zkbe08ud,A,2,Human,0,1,4.6,3.6666666666666665,1.0,1.0,-0.8475862068965521,-1.341954022988506
R_3CVd7E2Zkbe08ud,A,3,AI,1,4,5.4,4.666666666666667,0.25,0.5625,-0.04758620689655135,-0.34195402298850563
R_3CVd7E2Zkbe08ud,A,4,Human,0,5,4.6,3.6666666666666665,0.0,0.0,-0.8475862068965521,-1.341954022988506
R_3CVd7E2Zkbe08ud,A,5,AI,1,2,5.6,4.0,0.75,0.0625,0.15241379310344794,-1.0086206896551726
R_3CVd7E2Zkbe08ud,A,6,Human,0,2,5.0,2.6666666666666665,0.75,0.5625,-0.4475862068965517,-2.341954022988506
R_3CVd7E2Zkbe08ud,A,7,AI,1,3,5.8,4.333333333333333,0.5,0.25,0.3524137931034481,-0.6752873563218396
R_3CVd7E2Zkbe08ud,A,8,Human,0,1,4.8,3.3333333333333335,1.0,1.0,-0.6475862068965519,-1.6752873563218391
R_3CVd7E2Zkbe08ud,A,9,AI,1,2,5.6,4.666666666666667,0.75,0.0625,0.15241379310344794,-0.34195402298850563
R_3CVd7E2Zkbe08ud,A,10,Human,0,3,5.0,3.0,0.5,0.25,-0.4475862068965517,-2.0086206896551726
R_3CVd7E2Zkbe08ud,A,11,AI,1,3,5.2,4.333333333333333,0.5,0.25,-0.24758620689655153,-0.6752873563218396
R_3CVd7E2Zkbe08ud,A,12,Human,0,4,4.6,3.0,0.25,0.0625,-0.8475862068965521,-2.0086206896551726
R_3CVd7E2Zkbe08ud,A,13,AI,1,4,5.6,4.333333333333333,0.25,0.5625,0.15241379310344794,-0.6752873563218396
R_3CVd7E2Zkbe08ud,A,14,Human,0,2,4.2,3.3333333333333335,0.75,0.5625,-1.2475862068965515,-1.6752873563218391
R_3CVd7E2Zkbe08ud,A,15,AI,1,2,4.6,4.333333333333333,0.75,0.0625,-0.8475862068965521,-0.6752873563218396
R_3CVd7E2Zkbe08ud,A,16,Human,0,3,4.4,4.0,0.5,0.25,-1.0475862068965514,-1.0086206896551726
R_3CVd7E2Zkbe08ud,A,17,AI,1,2,4.6,3.0,0.75,0.0625,-0.8475862068965521,-2.0086206896551726
R_3CVd7E2Zkbe08ud,A,18,Human,0,5,4.8,4.333333333333333,0.0,0.0,-0.6475862068965519,-0.6752873563218396
R_3CVd7E2Zkbe08ud,A,19,AI,1,2,3.8,5.0,0.75,0.0625,-1.6475862068965519,-0.008620689655172598
R_3CVd7E2Zkbe08ud,A,20,Human,0,4,4.6,3.3333333333333335,0.25,0.0625,-0.8475862068965521,-1.6752873563218391
R_2uy5vBx8AM64RfL,A,1,AI,1,2,6.4,6.0,0.75,0.0625,0.9524137931034486,0.9913793103448274
R_2uy5vBx8AM64RfL,A,2,Human,0,4,5.8,4.333333333333333,0.25,0.0625,0.3524137931034481,-0.6752873563218396
R_2uy5vBx8AM64RfL,A,3,AI,1,4,6.0,6.0,0.25,0.5625,0.5524137931034483,0.9913793103448274
R_2uy5vBx8AM64RfL,A,4,Human,0,5,5.0,5.333333333333333,0.0,0.0,-0.4475862068965517,0.32471264367816044
R_2uy5vBx8AM64RfL,A,5,AI,1,4,6.2,6.333333333333333,0.25,0.5625,0.7524137931034485,1.3247126436781604
R_2uy5vBx8AM64RfL,A,6,Human,0,1,5.2,5.666666666666667,1.0,1.0,-0.24758620689655153,0.6580459770114944
R_2uy5vBx8AM64RfL,A,7,AI,1,4,6.0,6.333333333333333,0.25,0.5625,0.5524137931034483,1.3247126436781604
R_2uy5vBx8AM64RfL,A,8,Human,0,5,4.6,6.666666666666667,0.0,0.0,-0.8475862068965521,1.6580459770114944
R_2uy5vBx8AM64RfL,A,9,AI,1,4,6.6,6.666666666666667,0.25,0.5625,1.152413793103448,1.6580459770114944
R_2uy5vBx8AM64RfL,A,10,Human,0,4,5.8,5.666666666666667,0.25,0.0625,0.3524137931034481,0.6580459770114944
R_2uy5vBx8AM64RfL,A,11,AI,1,5,6.8,6.0,0.0,1.0,1.3524137931034481,0.9913793103448274
R_2uy5vBx8AM64RfL,A,12,Human,0,3,5.6,5.666666666666667,0.5,0.25,0.15241379310344794,0.6580459770114944
R_2uy5vBx8AM64RfL,A,13,AI,1,2,6.6,6.666666666666667,0.75,0.0625,1.152413793103448,1.6580459770114944
R_2uy5vBx8AM64RfL,A,14,Human,0,4,5.2,6.0,0.25,0.0625,-0.24758620689655153,0.9913793103448274
R_2uy5vBx8AM64RfL,A,15,AI,1,2,6.2,6.0,0.75,0.0625,0.7524137931034485,0.9913793103448274
R_2uy5vBx8AM64RfL,A,16,Human,0,4,5.0,5.333333333333333,0.25,0.0625,-0.4475862068965517,0.32471264367816044
R_2uy5vBx8AM64RfL,A,17,AI,1,2,5.6,5.333333333333333,0.75,0.0625,0.15241379310344794,0.32471264367816044
R_2uy5vBx8AM64RfL,A,18,Human,0,4,5.6,5.666666666666667,0.25,0.0625,0.15241379310344794,0.6580459770114944
R_2uy5vBx8AM64RfL,A,19,AI,1,4,5.4,6.0,0.25,0.5625,-0.04758620689655135,0.9913793103448274
R_2uy5vBx8AM64RfL,A,20,Human,0,3,5.6,6.0,0.5,0.25,0.15241379310344794,0.9913793103448274
R_2wsNsWJPcn6QnuL,B,1,Human,0,5,4.4,4.333333333333333,0.0,0.0,-1.0475862068965514,-0.6752873563218396
R_2wsNsWJPcn6QnuL,B,2,AI,1,4,6.6,6.0,0.25,0.5625,1.152413793103448,0.9913793103448274
R_2wsNsWJPcn6QnuL,B,3,Human,0,4,5.2,5.333333333333333,0.25,0.0625,-0.24758620689655153,0.32471264367816044
R_2wsNsWJPcn6QnuL,B,4,AI,1,4,5.6,6.0,0.25,0.5625,0.15241379310344794,0.9913793103448274
R_2wsNsWJPcn6QnuL,B,5,Human,0,4,5.0,4.333333333333333,0.25,0.0625,-0.4475862068965517,-0.6752873563218396
R_2wsNsWJPcn6QnuL,B,6,AI,1,5,6.4,5.666666666666667,0.0,1.0,0.9524137931034486,0.6580459770114944
R_2wsNsWJPcn6QnuL,B,7,Human,0,4,5.2,4.333333333333333,0.25,0.0625,-0.24758620689655153,-0.6752873563218396
R_2wsNsWJPcn6QnuL,B,8,AI,1,5,6.4,6.333333333333333,0.0,1.0,0.9524137931034486,1.3247126436781604
R_2wsNsWJPcn6QnuL,B,9,Human,0,4,5.4,5.0,0.25,0.0625,-0.04758620689655135,-0.008620689655172598
R_2wsNsWJPcn6QnuL,B,10,AI,1,5,6.4,6.0,0.0,1.0,0.9524137931034486,0.9913793103448274
R_2wsNsWJPcn6QnuL,B,11,Human,0,5,5.4,5.0,0.0,0.0,-0.04758620689655135,-0.008620689655172598
R_2wsNsWJPcn6QnuL,B,12,AI,1,5,6.0,6.0,0.0,1.0,0.5524137931034483,0.9913793103448274
R_2wsNsWJPcn6QnuL,B,13,Human,0,5,5.0,5.0,0.0,0.0,-0.4475862068965517,-0.008620689655172598
R_2wsNsWJPcn6QnuL,B,14,AI,1,2,5.2,4.333333333333333,0.75,0.0625,-0.24758620689655153,-0.6752873563218396
R_2wsNsWJPcn6QnuL,B,15,Human,0,2,5.2,4.333333333333333,0.75,0.5625,-0.24758620689655153,-0.6752873563218396
R_2wsNsWJPcn6QnuL,B,16,AI,1,3,5.0,4.666666666666667,0.5,0.25,-0.4475862068965517,-0.34195402298850563
R_2wsNsWJPcn6QnuL,B,17,Human,0,5,5.2,4.666666666666667,0.0,0.0,-0.24758620689655153,-0.34195402298850563
R_2wsNsWJPcn6QnuL,B,18,AI,1,1,6.4,6.333333333333333,1.0,0.0,0.9524137931034486,1.3247126436781604
R_2wsNsWJPcn6QnuL,B,19,Human,0,4,4.8,5.0,0.25,0.0625,-0.6475862068965519,-0.008620689655172598
R_2wsNsWJPcn6QnuL,B,20,AI,1,3,5.0,4.333333333333333,0.5,0.25,-0.4475862068965517,-0.6752873563218396
R_2YhaQTdx1YY6Sop,B,1,Human,0,5,4.8,5.333333333333333,0.0,0.0,-0.6475862068965519,0.32471264367816044
R_2YhaQTdx1YY6Sop,B,2,AI,1,4,5.0,6.0,0.25,0.5625,-0.4475862068965517,0.9913793103448274
R_2YhaQTdx1YY6Sop,B,3,Human,0,4,4.6,5.0,0.25,0.0625,-0.8475862068965521,-0.008620689655172598
R_2YhaQTdx1YY6Sop,B,4,AI,1,3,5.6,6.333333333333333,0.5,0.25,0.15241379310344794,1.3247126436781604
R_2YhaQTdx1YY6Sop,B,5,Human,0,5,4.2,5.666666666666667,0.0,0.0,-1.2475862068965515,0.6580459770114944
R_2YhaQTdx1YY6Sop,B,6,AI,1,1,5.2,6.0,1.0,0.0,-0.24758620689655153,0.9913793103448274
R_2YhaQTdx1YY6Sop,B,7,Human,0,4,4.6,5.0,0.25,0.0625,-0.8475862068965521,-0.008620689655172598
R_2YhaQTdx1YY6Sop,B,8,AI,1,5,5.4,6.666666666666667,0.0,1.0,-0.04758620689655135,1.6580459770114944
R_2YhaQTdx1YY6Sop,B,9,Human,0,1,4.2,4.666666666666667,1.0,1.0,-1.2475862068965515,-0.34195402298850563
R_2YhaQTdx1YY6Sop,B,10,AI,1,5,5.8,6.0,0.0,1.0,0.3524137931034481,0.9913793103448274
R_2YhaQTdx1YY6Sop,B,11,Human,0,2,4.6,5.333333333333333,0.75,0.5625,-0.8475862068965521,0.32471264367816044
R_2YhaQTdx1YY6Sop,B,12,AI,1,2,5.6,6.333333333333333,0.75,0.0625,0.15241379310344794,1.3247126436781604
R_2YhaQTdx1YY6Sop,B,13,Human,0,5,3.6,5.0,0.0,0.0,-1.8475862068965516,-0.008620689655172598
R_2YhaQTdx1YY6Sop,B,14,AI,1,2,4.4,5.0,0.75,0.0625,-1.0475862068965514,-0.008620689655172598
R_2YhaQTdx1YY6Sop,B,15,Human,0,4,4.0,4.666666666666667,0.25,0.0625,-1.4475862068965517,-0.34195402298850563
R_2YhaQTdx1YY6Sop,B,16,AI,1,3,4.4,5.0,0.5,0.25,-1.0475862068965514,-0.008620689655172598
R_2YhaQTdx1YY6Sop,B,17,Human,0,5,4.6,5.666666666666667,0.0,0.0,-0.8475862068965521,0.6580459770114944
R_2YhaQTdx1YY6Sop,B,18,AI,1,1,5.4,6.0,1.0,0.0,-0.04758620689655135,0.9913793103448274
R_2YhaQTdx1YY6Sop,B,19,Human,0,2,5.4,3.6666666666666665,0.75,0.5625,-0.04758620689655135,-1.341954022988506
R_2YhaQTdx1YY6Sop,B,20,AI,1,2,4.2,5.0,0.75,0.0625,-1.2475862068965515,-0.008620689655172598
R_8QoRTtzoJJ8kIa7,B,1,Human,0,4,5.4,4.333333333333333,0.25,0.0625,-0.04758620689655135,-0.6752873563218396
R_8QoRTtzoJJ8kIa7,B,2,AI,1,4,6.4,5.333333333333333,0.25,0.5625,0.9524137931034486,0.32471264367816044
R_8QoRTtzoJJ8kIa7,B,3,Human,0,2,5.4,4.333333333333333,0.75,0.5625,-0.04758620689655135,-0.6752873563218396
R_8QoRTtzoJJ8kIa7,B,4,AI,1,4,6.4,5.0,0.25,0.5625,0.9524137931034486,-0.008620689655172598
R_8QoRTtzoJJ8kIa7,B,5,Human,0,5,5.6,4.333333333333333,0.0,0.0,0.15241379310344794,-0.6752873563218396
R_8QoRTtzoJJ8kIa7,B,6,AI,1,2,6.8,5.0,0.75,0.0625,1.3524137931034481,-0.008620689655172598
R_8QoRTtzoJJ8kIa7,B,7,Human,0,3,5.4,4.333333333333333,0.5,0.25,-0.04758620689655135,-0.6752873563218396
R_8QoRTtzoJJ8kIa7,B,8,AI,1,2,6.6,5.333333333333333,0.75,0.0625,1.152413793103448,0.32471264367816044
R_8QoRTtzoJJ8kIa7,B,9,Human,0,2,5.0,4.0,0.75,0.5625,-0.4475862068965517,-1.0086206896551726
R_8QoRTtzoJJ8kIa7,B,10,AI,1,2,6.4,5.333333333333333,0.75,0.0625,0.9524137931034486,0.32471264367816044
R_8QoRTtzoJJ8kIa7,B,11,Human,0,2,5.4,4.0,0.75,0.5625,-0.04758620689655135,-1.0086206896551726
R_8QoRTtzoJJ8kIa7,B,12,AI,1,4,6.8,5.0,0.25,0.5625,1.3524137931034481,-0.008620689655172598
R_8QoRTtzoJJ8kIa7,B,13,Human,0,4,5.4,4.333333333333333,0.25,0.0625,-0.04758620689655135,-0.6752873563218396
R_8QoRTtzoJJ8kIa7,B,14,AI,1,2,5.6,4.666666666666667,0.75,0.0625,0.15241379310344794,-0.34195402298850563
R_8QoRTtzoJJ8kIa7,B,15,Human,0,4,5.0,4.666666666666667,0.25,0.0625,-0.4475862068965517,-0.34195402298850563
R_8QoRTtzoJJ8kIa7,B,16,AI,1,2,5.8,4.666666666666667,0.75,0.0625,0.3524137931034481,-0.34195402298850563
R_8QoRTtzoJJ8kIa7,B,17,Human,0,2,5.4,4.333333333333333,0.75,0.5625,-0.04758620689655135,-0.6752873563218396
R_8QoRTtzoJJ8kIa7,B,18,AI,1,3,6.8,4.666666666666667,0.5,0.25,1.3524137931034481,-0.34195402298850563
R_8QoRTtzoJJ8kIa7,B,19,Human,0,1,4.8,5.333333333333333,1.0,1.0,-0.6475862068965519,0.32471264367816044
R_8QoRTtzoJJ8kIa7,B,20,AI,1,3,5.4,5.0,0.5,0.25,-0.04758620689655135,-0.008620689655172598
R_26JBrcIchFNoTOF,B,1,Human,0,3,4.6,5.666666666666667,0.5,0.25,-0.8475862068965521,0.6580459770114944
R_26JBrcIchFNoTOF,B,2,AI,1,2,5.8,6.0,0.75,0.0625,0.3524137931034481,0.9913793103448274
R_26JBrcIchFNoTOF,B,3,Human,0,5,4.0,5.333333333333333,0.0,0.0,-1.4475862068965517,0.32471264367816044
R_26JBrcIchFNoTOF,B,4,AI,1,1,5.4,6.666666666666667,1.0,0.0,-0.04758620689655135,1.6580459770114944
R_26JBrcIchFNoTOF,B,5,Human,0,4,4.6,5.0,0.25,0.0625,-0.8475862068965521,-0.008620689655172598
R_26JBrcIchFNoTOF,B,6,AI,1,3,4.8,6.666666666666667,0.5,0.25,-0.6475862068965519,1.6580459770114944
R_26JBrcIchFNoTOF,B,7,Human,0,2,3.8,5.0,0.75,0.5625,-1.6475862068965519,-0.008620689655172598
R_26JBrcIchFNoTOF,B,8,AI,1,5,5.6,6.0,0.0,1.0,0.15241379310344794,0.9913793103448274
R_26JBrcIchFNoTOF,B,9,Human,0,4,3.8,5.333333333333333,0.25,0.0625,-1.6475862068965519,0.32471264367816044
R_26JBrcIchFNoTOF,B,10,AI,1,3,5.4,6.333333333333333,0.5,0.25,-0.04758620689655135,1.3247126436781604
R_26JBrcIchFNoTOF,B,11,Human,0,4,4.0,5.333333333333333,0.25,0.0625,-1.4475862068965517,0.32471264367816044
R_26JBrcIchFNoTOF,B,12,AI,1,5,5.6,6.666666666666667,0.0,1.0,0.15241379310344794,1.6580459770114944
R_26JBrcIchFNoTOF,B,13,Human,0,4,4.0,5.666666666666667,0.25,0.0625,-1.4475862068965517,0.6580459770114944
R_26JBrcIchFNoTOF,B,14,AI,1,3,3.4,5.0,0.5,0.25,-2.047586206896552,-0.008620689655172598
R_26JBrcIchFNoTOF,B,15,Human,0,4,4.0,5.0,0.25,0.0625,-1.4475862068965517,-0.008620689655172598
R_26JBrcIchFNoTOF,B,16,AI,1,3,4.2,5.333333333333333,0.5,0.25,-1.2475862068965515,0.32471264367816044
R_26JBrcIchFNoTOF,B,17,Human,0,4,4.2,5.333333333333333,0.25,0.0625,-1.2475862068965515,0.32471264367816044
R_26JBrcIchFNoTOF,B,18,AI,1,1,4.8,6.333333333333333,1.0,0.0,-0.6475862068965519,1.3247126436781604
R_26JBrcIchFNoTOF,B,19,Human,0,5,4.8,4.0,0.0,0.0,-0.6475862068965519,-1.0086206896551726
R_26JBrcIchFNoTOF,B,20,AI,1,4,3.6,5.333333333333333,0.25,0.5625,-1.8475862068965516,0.32471264367816044
R_2HXILotgZ79sb5v,B,1,Human,0,3,4.0,4.666666666666667,0.5,0.25,-1.4475862068965517,-0.34195402298850563
R_2HXILotgZ79sb5v,B,2,AI,1,3,4.2,3.6666666666666665,0.5,0.25,-1.2475862068965515,-1.341954022988506
R_2HXILotgZ79sb5v,B,3,Human,0,3,4.2,4.0,0.5,0.25,-1.2475862068965515,-1.0086206896551726
R_2HXILotgZ79sb5v,B,4,AI,1,3,4.0,3.6666666666666665,0.5,0.25,-1.4475862068965517,-1.341954022988506
R_2HXILotgZ79sb5v,B,5,Human,0,3,4.0,3.6666666666666665,0.5,0.25,-1.4475862068965517,-1.341954022988506
R_2HXILotgZ79sb5v,B,6,AI,1,3,4.2,4.0,0.5,0.25,-1.2475862068965515,-1.0086206896551726
R_2HXILotgZ79sb5v,B,7,Human,0,3,4.0,4.0,0.5,0.25,-1.4475862068965517,-1.0086206896551726
R_2HXILotgZ79sb5v,B,8,AI,1,3,4.0,4.0,0.5,0.25,-1.4475862068965517,-1.0086206896551726
R_2HXILotgZ79sb5v,B,9,Human,0,3,3.6,3.6666666666666665,0.5,0.25,-1.8475862068965516,-1.341954022988506
R_2HXILotgZ79sb5v,B,10,AI,1,3,4.0,3.6666666666666665,0.5,0.25,-1.4475862068965517,-1.341954022988506
R_2HXILotgZ79sb5v,B,11,Human,0,3,3.8,4.0,0.5,0.25,-1.6475862068965519,-1.0086206896551726
R_2HXILotgZ79sb5v,B,12,AI,1,3,4.4,4.0,0.5,0.25,-1.0475862068965514,-1.0086206896551726
R_2HXILotgZ79sb5v,B,13,Human,0,3,4.0,4.0,0.5,0.25,-1.4475862068965517,-1.0086206896551726
R_2HXILotgZ79sb5v,B,14,AI,1,3,3.6,4.333333333333333,0.5,0.25,-1.8475862068965516,-0.6752873563218396
R_2HXILotgZ79sb5v,B,15,Human,0,3,3.6,5.666666666666667,0.5,0.25,-1.8475862068965516,0.6580459770114944
R_2HXILotgZ79sb5v,B,16,AI,1,3,4.4,3.6666666666666665,0.5,0.25,-1.0475862068965514,-1.341954022988506
R_2HXILotgZ79sb5v,B,17,Human,0,3,4.0,4.0,0.5,0.25,-1.4475862068965517,-1.0086206896551726
R_2HXILotgZ79sb5v,B,18,AI,1,3,3.8,4.666666666666667,0.5,0.25,-1.6475862068965519,-0.34195402298850563
R_2HXILotgZ79sb5v,B,19,Human,0,2,5.0,3.6666666666666665,0.75,0.5625,-0.4475862068965517,-1.341954022988506
R_2HXILotgZ79sb5v,B,20,AI,1,3,4.0,4.0,0.5,0.25,-1.4475862068965517,-1.0086206896551726
R_8fKaohoFo8N3G7Y,A,1,AI,1,4,6.4,6.333333333333333,0.25,0.5625,0.9524137931034486,1.3247126436781604
R_8fKaohoFo8N3G7Y,A,2,Human,0,3,5.4,5.333333333333333,0.5,0.25,-0.04758620689655135,0.32471264367816044
R_8fKaohoFo8N3G7Y,A,3,AI,1,4,5.8,6.0,0.25,0.5625,0.3524137931034481,0.9913793103448274
R_8fKaohoFo8N3G7Y,A,4,Human,0,3,5.2,5.666666666666667,0.5,0.25,-0.24758620689655153,0.6580459770114944
R_8fKaohoFo8N3G7Y,A,5,AI,1,5,6.0,6.0,0.0,1.0,0.5524137931034483,0.9913793103448274
R_8fKaohoFo8N3G7Y,A,6,Human,0,4,4.8,6.333333333333333,0.25,0.0625,-0.6475862068965519,1.3247126436781604
R_8fKaohoFo8N3G7Y,A,7,AI,1,3,6.2,6.333333333333333,0.5,0.25,0.7524137931034485,1.3247126436781604
R_8fKaohoFo8N3G7Y,A,8,Human,0,1,6.0,5.666666666666667,1.0,1.0,0.5524137931034483,0.6580459770114944
R_8fKaohoFo8N3G7Y,A,9,AI,1,2,6.4,6.333333333333333,0.75,0.0625,0.9524137931034486,1.3247126436781604
R_8fKaohoFo8N3G7Y,A,10,Human,0,5,4.4,4.333333333333333,0.0,0.0,-1.0475862068965514,-0.6752873563218396
R_8fKaohoFo8N3G7Y,A,11,AI,1,5,6.2,6.333333333333333,0.0,1.0,0.7524137931034485,1.3247126436781604
R_8fKaohoFo8N3G7Y,A,12,Human,0,5,5.6,5.0,0.0,0.0,0.15241379310344794,-0.008620689655172598
R_8fKaohoFo8N3G7Y,A,13,AI,1,2,6.6,5.333333333333333,0.75,0.0625,1.152413793103448,0.32471264367816044
R_8fKaohoFo8N3G7Y,A,14,Human,0,2,5.4,6.666666666666667,0.75,0.5625,-0.04758620689655135,1.6580459770114944
R_8fKaohoFo8N3G7Y,A,15,AI,1,2,5.4,5.666666666666667,0.75,0.0625,-0.04758620689655135,0.6580459770114944
R_8fKaohoFo8N3G7Y,A,16,Human,0,5,5.4,5.333333333333333,0.0,0.0,-0.04758620689655135,0.32471264367816044
R_8fKaohoFo8N3G7Y,A,17,AI,1,3,5.8,5.333333333333333,0.5,0.25,0.3524137931034481,0.32471264367816044
R_8fKaohoFo8N3G7Y,A,18,Human,0,5,5.4,5.333333333333333,0.0,0.0,-0.04758620689655135,0.32471264367816044
